"Q1_Age","Q2_Gender","Q3_Education","Q4_Language","Q5_Native","Q6_Marital_status","Q7_Family","Q8_First_Job_Sec","Q9_Agency_Name_Type","Q10_Emp._Type","Q11_Client_Name_Type","Q12_Reason","Q13_Previous_Job","Q14_Job_Lead","Q15_Guards_Deployed","Q16A_Formal_Recruitment","Q16B_English_Knowledge","Q16C_Comm._Skill","Q16D_Look_Presentable","Q16E_Compliance_Protocol","Q16F_Supervisor_Vigilance","Q16G_Grievance_Reporting","Q16H_Grievance_Redressal","Q16I_Worklife_Balance","Q17A_Jobtask_RecordMaintain","Q17B_Task_Reception","Q17C_Task_Guarding","Q17D_Task_PickandDrop","Q17E_Task_Telephone","Q17F_Documentation","Q17G_CCTV_Monitor","Q17H_Task_FirstAid","Q17I_EmergencyEvacuation","Q17J_Others_Parking_etc","Q18_Training_Agency","Q19A_Agency_Commu","Q19B_Agency_Computer","Q19C_Agency_Dressing","Q19D_Agency_Fire","Q19E_Agency_Emergency","Q19F_Agency_Grooming","Q19G_Agency_CCTV","Q19H_Agency_Walkie_Talkie","Q19I_Agency_Other_Training","Q20_TrainingProvided_Client","Q20A_Client_Communication","Q20B_Client_Computer","Q20C_Client_Dressing","Q20D_Clinet_FireFighting","Q20F_Client_EmergencyResponse","Q20G_Client_Grooming","Q20H_Client_CCTV","Q20I_Client_Walkie_Talkie","Q20J_Client_Other_Training","Q21_RefresherTraining_Agency","Q22_RefresherTraining_Client","Q23_TrainingQuality_Instructions","Q24_TimeNeeded_LearnSecurity","Q25_LongTerm_CareerPlan","Q26_Investment_PersonalDevelopment","Q27_Monthly_Income","Q28_Payment_Method","Q29_Second_Job","Q30_SecondJob_MonthlyIncome","Q31_Remittence_to_Home","Q32_OtherEarning_Members","Q33A_JobBenefits_ESIC","Q33B_JobBenefits_Pension","Q33C_JobBenefits_Bonus","Q33D_JobBenefits_Gratuity","Q33E_JobBenefits_PF","Q33F_JobBenefits_Loan","Q33G_JobBenefits_Kind","Q33H_JobBenefits_Transport","Q33I_JobBenefits_Lodging","Q34_Leaves_Entitled","Q35_Leaves_Paid","Q36_Workplace_Facilities","Q37A_JobTerms_Marksheet","Q37B_JobTerms_Salary","Q37C_JobTerms_Penalty","Q37D_JobTerms_Union","Q37E_JobTerms_TimelyPayment","Q37F_JobTerms_Promotion","Q37G_JobTerms_PaidLeavePayment","Q37H_JobTerms_ProtectiveGear","Q38_WorkWeek_Days","Q39_WorkHours_Daily","Q40_WorkHours_OvertimeFreq","Q41_WorkHours_OvertimeHours","Q42A_JobSatisfaction_JobOverall","Q42B_JobSatisfaction_Salary","Q42C_JobSatisfaction_WorkHours","Q42D_JobSatisfaction_OrgCulture","Q42E_JobSatisfaction_Colleagues","Q42F_JobSatisfaction_SupervisorAgency","Q42G_JobSatisfaction_SupervisorsClient","Q43A_JobPerception_FairTreatment","Q43B_JobPerception_JobSecurity","Q43C_JobPerception_AttritionRate","Q43D_JobPerception_SalaryNegotiation","Q43E_JobPerception_Earning","Q43F_JobPerception_JobRespect","Q43G_JobPerception_VisitorsTreatment","Q43H_JobPerception_CareerPath","Q43I_JobPerception_PrideFactor","Q43J_JobPerception_RecommendFriend"
"20-25","Male","12th pass","Intermediate","Maharasthra (other than Mumbai)","Single","No",2011,"MNC player","Renewable fix term","MNC office","worked elsewhere but found this better","none","Personal contact","30-50","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","yes","yes","yes","no","yes","yes","yes","no","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Very Good","I don't know","Will switch to personal business","I plan to do so in future","9001-10,000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","No","Yes","Yes","No","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Stronlgy Agree","Agree","Neutral","Neutral","Disagree","Strongly disagree","Agree","Strongly disagree","Agree","Agree"
"20-25","Male","12th pass","Intermediate","Maharasthra (other than Mumbai)","Single","No",2012,"MNC player","Renewable fix term","MNC office","worked elsewhere but found this better","cms","Personal contact","30-50","Agress","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","yes","yes","yes","no","yes","yes","yes","no","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Very Good","I don't know","Remain in security sector","Yes","9001-10,000","Bank payment","No","no","No","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","No","Yes","Yes","No","No","6 days","7-8 hours","Once in a week","6-8 hours","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Stronlgy Agree","Agree","Neutral","Neutral","Disagree","Strongly disagree","Agree","Strongly disagree","Agree","Agree"
"26-30","Male","12th pass","Intermediate","Other state","Married","Yes",2008,"MNC player","Renewable fix term","MNC office","Wanted career in security","jk sec","Walk in","30-50","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","yes","yes","yes","no","yes","yes","yes","no","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Good","I don't know","Remain in security sector","No","7001-8000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","Not applicable/no idea","Yes","Yes","Yes","Yes","6 days","7-8 hours","Once in a week","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Disagree","Agree","Neutral","Neutral","Disagree","Agree","Agree","Agree","Stronlgy Agree","Strongly Agree"
"20-25","Male","12th pass","Intermediate","Other state","Single","Yes",2012,"MNC player","Renewable fix term","MNC office","Wanted career in security","thomas s","Walk in","30-50","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","yes","yes","yes","no","yes","yes","yes","no","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Good","I don't know","Remain in security sector","No","7001-8000","Bank payment","No","no","Yes","None","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","Not applicable/no idea","Yes","Yes","Yes","Yes","6 days","7-8 hours","Once in a week","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Disagree","Agree","Neutral","Neutral","Disagree","Agree","Agree","Agree","Stronlgy Agree","Strongly Agree"
"26-30","Male","12th pass","Fluent","Maharasthra (other than Mumbai)","Married","Yes",2008,"MNC player","Renewable fix term","MNC office","Better pay and benefits than elsewhere where they can get employment","none","Walk in","30-50","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","yes","yes","yes","no","yes","yes","yes","no","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Very Good","7-11 months","Remain in security sector","I plan to do so in future","9001-10,000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","6 days","7-8 hours","Once in a week","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Stronlgy Agree","Stronlgy Agree","Strongly disagree","Stronlgy Agree","Stronlgy Agree","Stronlgy Agree","Stronlgy Agree","Stronlgy Agree","Stronlgy Agree","Strongly Agree"
"26-30","Male","Stand. 6-9","Intermediate","Other state","Married","No",2012,"Local player small","Verbal","Housing Society","worked elsewhere but found this better","factory","Personal contact","1-5","Strongly disagree","Disagree","Neutral","Disagree","Neutral","Agree","Neutral","Disagree","Stronlgy Disagree","no","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Poor","1-7days","Not sure about it","No","5000-7000","Cash in hand","No","no","Yes","Son/Daugher (Children)","No","No","Yes","No","No","No","No","No","Yes","No leave","No paid leaves","Uniform","No","Yes","Yes","No","No","No","No","No","7 days","11-12 hours","Daily","6-8 hours","Disatisfied","Disatisfied","Disatisfied","Not satisfied","Satisfied","Disatisfied","Niether satisfied nor disatisfied","Neutral","Strongly disagree","Agree","Disagree","Strongly disagree","Neutral","Agree","Strongly disagree","Neutral","Disagree"
"26-30","Male","Stand. 6-9","Minimal/no idea","Other state","Single","No",2012,"Local player small","Verbal","Housing Society","Found no better job","farmer","Personal contact","1-5","Strongly disagree","Disagree","Neutral","Neutral","Neutral","Disagree","Disagree","Stronlgy disagree","Stronlgy Disagree","no","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-4weeks","Remain in security sector","No","5000-7000","Cash in hand","No","no","Yes","None","No","No","Yes","No","No","No","No","No","Yes","No leave","No paid leaves","Uniform","No","Not applicable/no idea","Yes","No","No","No","No","No","7 days","11-12 hours","Daily","6-8 hours","Disatisfied","Disatisfied","Disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Strongly disagree","Strongly disagree","Agree","Disagree","Strongly disagree","Neutral","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree"
"46-50","Male","Stand. 1-5","Minimal/no idea","Other state","Married","No",2000,"Direct employer","Permanant contract","Housing Society","Found no better job","farmer","Personal contact","1-5","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Strongly Disagree","Strongly disagree","Strongly Disagree","Neutral","Neutral","no","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-4weeks","Remain in security sector","No","5000-7000","Cash in hand","No","4000 car","Yes","None","No","No","Yes","No","No","No","No","No","Yes","No leave","No paid leaves","Uniform","No","No","No","No","Yes","No","No","Not applicable/no idea","7 days","others","Others","Not applicable","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Agree","Stronlgy Agree","Disagree","Disagree","Neutral","Neutral","Agree","Disagree","Neutral","Neutral"
8,"Male","12th pass","Fluent","Mumbai","Married","Yes",2013,"Local player small","Verbal","Housing Society","Other reason","ret. mec","Personal contact","1-5","Strongly disagree","Disagree","Disagree","Disagree","Neutral","Agree","Neutral","Disagree","Stronlgy Disagree","yes","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-7days","Remain in security sector","No","5000-7000","Cash in hand","No","no","Not applicable","Son/Daugher (Children)","No","No","Yes","No","No","No","No","No","No","No leave","No paid leaves","Uniform","No","No","Yes","No","Yes","No","No","No","7 days","11-12 hours","Never","Not applicable","Niether satisfied nor disatisfied","Disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Disagree","Disagree","Agree","Disagree","Disagree","Neutral","Neutral","Disagree","Neutral","Neutral"
8,"Male","Stand. 1-5","Intermediate","Mumbai","Married","Yes",2008,"Local player small","Verbal","Housing Society","Other reason","spray pa","Walk in","1-5","Strongly disagree","Disagree","Agree","Neutral","Neutral","Neutral","Neutral","Disagree","Stronlgy Disagree","no","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-4weeks","Remain in security sector","No","5000-7000","Cash in hand","No","no","Not applicable","Son/Daugher (Children)","No","No","Yes","No","No","No","No","No","No","No leave","No paid leaves","Uniform","No","No","Yes","No","Yes","No","No","No","7 days","11-12 hours","Never","Not applicable","Niether satisfied nor disatisfied","Disatisfied","Disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Neutral","Neutral","Agree","Disagree","Disagree","Agree","Agree","Disagree","Neutral","Neutral"
8,"Male","12th pass","Intermediate","Other state","Married","Yes",2011,"Local player small","Renewable fix term","Housing Society","Other reason","salesman","Personal contact","1-5","Strongly disagree","Strongly disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Stronlgy Disagree","no","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Poor","1-7days","Remain in security sector","No","5000-7000","Cash in hand","No","no","Not applicable","Son/Daugher (Children)","No","No","Yes","No","No","No","No","No","No","No leave","No paid leaves","Uniform","No","No","Yes","No","Yes","No","No","No","7 days","11-12 hours","Never","Not applicable","Satisfied","Disatisfied","Disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Disagree","Disagree","Agree","Disagree","Strongly disagree","Neutral","Neutral","Strongly disagree","Neutral","Disagree"
8,"Male","10th pass","Intermediate","Mumbai","Married","Yes",2013,"Local player small","Verbal","Housing Society","Other reason","autorick","Personal contact","1-5","Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Agree","Neutral","Stronlgy Disagree","yes","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-7days","Remain in security sector","No","5000-7000","Cash in hand","No","no","Not applicable","Son/Daugher (Children)","No","No","Yes","No","No","No","No","No","No","No leave","No paid leaves","Uniform","No","No","Yes","No","Yes","No","No","No","7 days","11-12 hours","Never","Not applicable","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Disagree","Neutral","Neutral","Disagree","Disagree","Stronlgy Agree","Stronlgy Agree","Strongly disagree","Agree","Neutral"
8,"Male","12th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2005,"Local player small","Do not know","Housing Society","Other reason","electric","Personal contact","1-5","Disagree","Disagree","Disagree","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree","no","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-7days","Remain in security sector","No","5000-7000","Cash in hand","No","no","Not applicable","None","No","No","No","No","No","No","No","No","No","No leave","No paid leaves","Uniform","No","No","Yes","No","No","No","No","No","7 days","11-12 hours","2-3 times in a week","4-5 hours","Disatisfied","Disatisfied","Disatisfied","Not satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Neutral","Strongly disagree","Stronlgy Agree","Disagree","Strongly disagree","Neutral","Agree","Strongly disagree","Neutral","Disagree"
8,"Male","Stand. 1-5","Minimal/no idea","Mumbai","Married","Yes",2001,"Local player small","Permanant contract","Housing Society","Found no better job","none","Personal contact","1-5","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Neutral","Neutral","Neutral","Disagree","Stronlgy Disagree","no","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-3 months","Remain in security sector","No","5000-7000","Cash in hand","No","no","Not applicable","None","No","No","No","No","No","No","No","No","No","No leave","No paid leaves","Uniform","No","No","No","No","No","No","No","No","7 days","11-12 hours","Others","Above 8 hours","Disatisfied","Disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Strongly disagree","Agree","Neutral","Strongly disagree","Strongly disagree","Neutral","Neutral","Strongly disagree","Neutral","Neutral"
8,"Male","Stand. 1-5","Minimal/no idea","Other state","Married","No",2011,"Local player small","Do not know","Housing Society","Best possible job for given qualification","hotel","Personal contact","1-5","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Strongly Disagree","Strongly disagree","Neutral","Disagree","Stronlgy Disagree","no","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-3 months","Will switch to other sector","Yes","5000-7000","Cash in hand","No","no","Yes","Son/Daugher (Children)","No","No","No","No","No","No","No","No","No","No leave","No paid leaves","Uniform","No","Not applicable/no idea","Not applicable/no idea","No","No","No","No","No","7 days","11-12 hours","Never","Not applicable","Disatisfied","Disatisfied","Disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Disagree","Disagree","Agree","Disagree","Strongly disagree","Neutral","Neutral","Strongly disagree","Disagree","Disagree"
"26-30","Male","Stand. 1-5","Minimal/no idea","Other state","Married","No",2000,"Direct employer","Permanant contract","Housing Society","Best possible job for given qualification","farming","Personal contact","1-5","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Strongly Disagree","Strongly disagree","Strongly Disagree","Stronlgy disagree","Agree","no","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-7days","Remain in security sector","No","5000-7000","Cash in hand","No","5000 car","Yes","Father/Mother (Parents)","No","No","No","No","No","No","No","No","No","No leave","No paid leaves","Uniform","No","Not applicable/no idea","No","No","Yes","No","No","No","7 days","others","Others","Not applicable","Satisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Stronlgy Agree","Strongly disagree","Disagree","Neutral","Agree","Agree","Disagree","Agree","Agree"
8,"Male","Stand. 6-9","Minimal/no idea","Other state","Married","No",2010,"Local player small","Do not know","Housing Society","Found no better job","painting","Personal contact","1-5","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Neutral","Disagree","no","no","yes","no","no","No","no","no","no","no","No","No","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no",2,"Not applicable","Not applicable","Fair","1-7days","Remain in security sector","No","5000-7000","Cash in hand","No","none","Yes","Son/Daugher (Children)","No","No","No","No","No","No","No","No","No","No leave","No paid leaves","Uniform","No","Not applicable/no idea","Yes","No","Yes","No","No","No","7 days","11-12 hours","2-3 times in a week","4-5 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Disagree","Disagree","Agree","Disagree","Disagree","Neutral","Neutral","Disagree","Neutral","Disagree"
